ENTREZID;ENSEMBL;SYMBOL;GENENAME
222699;NA;TOB2P1;transducer of ERBB2, 2 pseudogene 1
7746;ENSG00000137185;ZSCAN9;zinc finger and SCAN domain containing 9
387032;ENSG00000187626;ZKSCAN4;zinc finger with KRAB and SCAN domains 4
222698;ENSG00000189134;NKAPL;NFKB activating protein like
7741;ENSG00000197062;ZSCAN26;zinc finger and SCAN domain containing 26
84547;ENSG00000137338;PGBD1;piggyBac transposable element derived 1
64288;ENSG00000235109;ZSCAN31;zinc finger and SCAN domain containing 31
80317;ENSG00000189298;ZKSCAN3;zinc finger with KRAB and SCAN domains 3
100507255;NA;NA;NA
9753;ENSG00000158691;ZSCAN12;zinc finger and SCAN domain containing 12
222696;ENSG00000187987;ZSCAN23;zinc finger and SCAN domain containing 23
100507276;NA;NA;NA
257202;ENSG00000198704;GPX6;glutathione peroxidase 6
257202;ENSG00000281185;GPX6;glutathione peroxidase 6
2880;ENSG00000224586;GPX5;glutathione peroxidase 5
2880;ENSG00000257770;GPX5;glutathione peroxidase 5
114821;ENSG00000232040;ZBED9;zinc finger BED-type containing 9
114821;ENSG00000248496;ZBED9;zinc finger BED-type containing 9
401242;ENSG00000225595;LINC01623;long intergenic non-protein coding RNA 1623
5987;ENSG00000204713;TRIM27;tripartite motif containing 27
5987;ENSG00000234495;TRIM27;tripartite motif containing 27
5987;ENSG00000237071;TRIM27;tripartite motif containing 27
5987;ENSG00000237462;TRIM27;tripartite motif containing 27
5987;ENSG00000233948;TRIM27;tripartite motif containing 27
5987;ENSG00000215641;TRIM27;tripartite motif containing 27
5987;ENSG00000229006;TRIM27;tripartite motif containing 27
282890;ENSG00000197935;ZNF311;zinc finger protein 311
282890;ENSG00000225351;ZNF311;zinc finger protein 311
282890;ENSG00000223687;ZNF311;zinc finger protein 311
282890;ENSG00000235178;ZNF311;zinc finger protein 311
282890;ENSG00000235589;ZNF311;zinc finger protein 311
282890;ENSG00000169260;ZNF311;zinc finger protein 311
282890;ENSG00000233831;ZNF311;zinc finger protein 311
26692;ENSG00000204704;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000226463;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000234101;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000229328;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000228652;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000228977;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000206525;OR2W1;olfactory receptor family 2 subfamily W member 1
26692;ENSG00000227639;OR2W1;olfactory receptor family 2 subfamily W member 1
442184;ENSG00000204703;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000233054;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000233180;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000225736;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000231319;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000233687;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000206524;OR2B3;olfactory receptor family 2 subfamily B member 3
442184;ENSG00000226832;OR2B3;olfactory receptor family 2 subfamily B member 3
442186;ENSG00000204701;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000226271;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000232178;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000229866;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000233636;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000230855;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000206522;OR2J3;olfactory receptor family 2 subfamily J member 3
442186;ENSG00000233618;OR2J3;olfactory receptor family 2 subfamily J member 3
26707;ENSG00000204700;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000225550;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000231676;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000232945;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000226347;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000196231;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000234746;OR2J2;olfactory receptor family 2 subfamily J member 2
26707;ENSG00000226000;OR2J2;olfactory receptor family 2 subfamily J member 2
442191;ENSG00000204695;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000236927;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000225291;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000237777;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000234100;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000112459;OR14J1;olfactory receptor family 14 subfamily J member 1
442191;ENSG00000234195;OR14J1;olfactory receptor family 14 subfamily J member 1
81696;ENSG00000243729;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000242289;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000233046;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000230742;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000243441;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000112461;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000240130;OR5V1;olfactory receptor family 5 subfamily V member 1
81696;ENSG00000227137;OR5V1;olfactory receptor family 5 subfamily V member 1
81797;ENSG00000112462;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000229181;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000251394;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000242022;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000224487;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000204692;OR12D3;olfactory receptor family 12 subfamily D member 3
81797;ENSG00000250364;OR12D3;olfactory receptor family 12 subfamily D member 3
26529;ENSG00000280236;OR12D2;olfactory receptor family 12 subfamily D member 2
26529;ENSG00000235966;OR12D2;olfactory receptor family 12 subfamily D member 2
26529;ENSG00000227446;OR12D2;olfactory receptor family 12 subfamily D member 2
26529;ENSG00000233481;OR12D2;olfactory receptor family 12 subfamily D member 2
26529;ENSG00000204690;OR12D2;olfactory receptor family 12 subfamily D member 2
26529;ENSG00000225247;OR12D2;olfactory receptor family 12 subfamily D member 2
26531;ENSG00000204694;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000232289;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000230780;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000234347;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000237258;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000206472;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000206517;OR11A1;olfactory receptor family 11 subfamily A member 1
26531;ENSG00000223898;OR11A1;olfactory receptor family 11 subfamily A member 1
442194;ENSG00000206474;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000230505;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000224234;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000229412;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000232397;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000204689;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000220550;OR10C1;olfactory receptor family 10 subfamily C member 1
442194;ENSG00000235441;OR10C1;olfactory receptor family 10 subfamily C member 1
26716;ENSG00000204688;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000229125;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000235132;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000232984;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000224395;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000206471;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000206516;OR2H1;olfactory receptor family 2 subfamily H member 1
26716;ENSG00000229408;OR2H1;olfactory receptor family 2 subfamily H member 1
116511;ENSG00000204687;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000234954;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000233141;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000228515;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000228377;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000206470;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000206515;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
116511;ENSG00000237284;MAS1L;MAS1 proto-oncogene like, G protein-coupled receptor
100507362;ENSG00000224582;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000235788;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000230674;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000224446;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000225426;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000233857;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000226687;LINC01015;long intergenic non-protein coding RNA 1015
100507362;ENSG00000229383;LINC01015;long intergenic non-protein coding RNA 1015
10537;ENSG00000213886;UBD;ubiquitin D
10537;ENSG00000226898;UBD;ubiquitin D
10537;ENSG00000228913;UBD;ubiquitin D
10537;ENSG00000231968;UBD;ubiquitin D
10537;ENSG00000224654;UBD;ubiquitin D
10537;ENSG00000206468;UBD;ubiquitin D
10537;ENSG00000206513;UBD;ubiquitin D
692092;ENSG00000201330;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000265634;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000266672;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000265926;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000265663;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000265013;SNORD32B;small nucleolar RNA, C/D box 32B
692092;ENSG00000266132;SNORD32B;small nucleolar RNA, C/D box 32B
7932;ENSG00000204657;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000224319;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000229185;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000229680;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000227044;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000206467;OR2H2;olfactory receptor family 2 subfamily H member 2
7932;ENSG00000206512;OR2H2;olfactory receptor family 2 subfamily H member 2
2550;ENSG00000204681;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000232569;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000232632;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000237112;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000237051;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000206466;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
2550;ENSG00000206511;GABBR1;gamma-aminobutyric acid type B receptor subunit 1
4340;ENSG00000204655;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000234096;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000237834;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000234623;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000230885;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000232641;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000137345;MOG;myelin oligodendrocyte glycoprotein
4340;ENSG00000236561;MOG;myelin oligodendrocyte glycoprotein
346171;ENSG00000204644;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000227858;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000226858;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000223852;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000232099;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000223858;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000206510;ZFP57;ZFP57 zinc finger protein
346171;ENSG00000234669;ZFP57;ZFP57 zinc finger protein
3134;ENSG00000204642;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000137403;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000235220;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000237508;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000234487;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000206509;HLA-F;major histocompatibility complex, class I, F
3134;ENSG00000229698;HLA-F;major histocompatibility complex, class I, F
285830;ENSG00000214922;HLA-F-AS1;HLA-F antisense RNA 1
285830;ENSG00000206446;HLA-F-AS1;HLA-F antisense RNA 1
285830;ENSG00000230017;HLA-F-AS1;HLA-F antisense RNA 1
285830;ENSG00000226378;HLA-F-AS1;HLA-F antisense RNA 1
285830;ENSG00000206508;HLA-F-AS1;HLA-F antisense RNA 1
285830;ENSG00000230545;HLA-F-AS1;HLA-F antisense RNA 1
340198;ENSG00000235821;IFITM4P;interferon induced transmembrane protein 4 pseudogene
54435;NA;HCG4;HLA complex group 4
3135;ENSG00000204632;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000276051;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000230413;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000235346;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000235680;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000237216;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000206506;HLA-G;major histocompatibility complex, class I, G
3135;ENSG00000233095;HLA-G;major histocompatibility complex, class I, G
100133214;NA;NA;NA
3136;NA;HLA-H;major histocompatibility complex, class I, H (pseudogene)
80867;NA;NA;NA
352990;ENSG00000281831;HCP5B;HLA complex P5B
80868;NA;HCG4B;HLA complex group 4B
3105;ENSG00000206503;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000229215;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000224320;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000235657;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000231834;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000227715;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000206505;HLA-A;major histocompatibility complex, class I, A
3105;ENSG00000223980;HLA-A;major histocompatibility complex, class I, A
10255;ENSG00000204625;HCG9;HLA complex group 9
10255;ENSG00000236579;HCG9;HLA complex group 9
10255;ENSG00000234313;HCG9;HLA complex group 9
10255;ENSG00000227647;HCG9;HLA complex group 9
10255;ENSG00000234599;HCG9;HLA complex group 9
10255;ENSG00000206504;HCG9;HLA complex group 9
10255;ENSG00000237812;HCG9;HLA complex group 9
80862;ENSG00000204623;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000236598;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000229653;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000225618;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000235394;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000232691;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000235814;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
80862;ENSG00000196299;ZNRD1ASP;zinc ribbon domain containing 1 antisense, pseudogene
3137;ENSG00000204622;HLA-J;major histocompatibility complex, class I, J (pseudogene)
100507399;NA;NA;NA
30834;ENSG00000066379;POLR1H;RNA polymerase I subunit H
30834;ENSG00000235443;POLR1H;RNA polymerase I subunit H
30834;ENSG00000224859;POLR1H;RNA polymerase I subunit H
30834;ENSG00000236949;POLR1H;RNA polymerase I subunit H
30834;ENSG00000235176;POLR1H;RNA polymerase I subunit H
30834;ENSG00000236808;POLR1H;RNA polymerase I subunit H
30834;ENSG00000206502;POLR1H;RNA polymerase I subunit H
30834;ENSG00000233795;POLR1H;RNA polymerase I subunit H
6992;ENSG00000204619;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000233314;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000234058;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000227720;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000236560;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000237403;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000206501;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
6992;ENSG00000237829;PPP1R11;protein phosphatase 1 regulatory inhibitor subunit 11
80352;ENSG00000204618;RNF39;ring finger protein 39
80352;ENSG00000236967;RNF39;ring finger protein 39
80352;ENSG00000227171;RNF39;ring finger protein 39
80352;ENSG00000235022;RNF39;ring finger protein 39
80352;ENSG00000237733;RNF39;ring finger protein 39
80352;ENSG00000230332;RNF39;ring finger protein 39
80352;ENSG00000206500;RNF39;ring finger protein 39
80352;ENSG00000230467;RNF39;ring finger protein 39
11074;ENSG00000204616;TRIM31;tripartite motif containing 31
11074;ENSG00000224542;TRIM31;tripartite motif containing 31
11074;ENSG00000226402;TRIM31;tripartite motif containing 31
11074;ENSG00000233573;TRIM31;tripartite motif containing 31
11074;ENSG00000225130;TRIM31;tripartite motif containing 31
11074;ENSG00000223531;TRIM31;tripartite motif containing 31
11074;ENSG00000137397;TRIM31;tripartite motif containing 31
11074;ENSG00000224168;TRIM31;tripartite motif containing 31
135644;ENSG00000204614;TRIM40;tripartite motif containing 40
135644;ENSG00000224496;TRIM40;tripartite motif containing 40
135644;ENSG00000228001;TRIM40;tripartite motif containing 40
135644;ENSG00000227458;TRIM40;tripartite motif containing 40
135644;ENSG00000237046;TRIM40;tripartite motif containing 40
135644;ENSG00000236399;TRIM40;tripartite motif containing 40
135644;ENSG00000172524;TRIM40;tripartite motif containing 40
135644;ENSG00000233931;TRIM40;tripartite motif containing 40
10107;ENSG00000204613;TRIM10;tripartite motif containing 10
10107;ENSG00000237703;TRIM10;tripartite motif containing 10
10107;ENSG00000237192;TRIM10;tripartite motif containing 10
10107;ENSG00000227472;TRIM10;tripartite motif containing 10
10107;ENSG00000235025;TRIM10;tripartite motif containing 10
10107;ENSG00000229381;TRIM10;tripartite motif containing 10
10107;ENSG00000137394;TRIM10;tripartite motif containing 10
10107;ENSG00000229346;TRIM10;tripartite motif containing 10
89870;ENSG00000204610;TRIM15;tripartite motif containing 15
89870;ENSG00000235259;TRIM15;tripartite motif containing 15
89870;ENSG00000227147;TRIM15;tripartite motif containing 15
89870;ENSG00000235960;TRIM15;tripartite motif containing 15
89870;ENSG00000233599;TRIM15;tripartite motif containing 15
